cp_flag,midpoint,strike_price,spot,time_to_maturity_years,hv_tenor_days,historical_volatility,tenor_gap_days,bs_price_hv,bs_error,nr_implied_vol,iv_error_vs_hv
C,96.425,440.0,527.76,0.8767123287671232,365.0,0.25361,45.0,105.17184190875656,8.746841908756565,,
C,89.65,450.0,527.76,0.8767123287671232,365.0,0.25361,45.0,97.85903671748895,8.209036717488942,,
C,82.65,460.0,527.76,0.8767123287671232,365.0,0.25361,45.0,90.85707997451357,8.207079974513562,,
C,75.825,470.0,527.76,0.8767123287671232,365.0,0.25361,45.0,84.17489417562132,8.349894175621316,,
C,69.4,480.0,527.76,0.8767123287671232,365.0,0.25361,45.0,77.81874676249015,8.418746762490144,,
C,63.4,490.0,527.76,0.8767123287671232,365.0,0.25361,45.0,71.79226582534488,8.392265825344886,,
C,57.8,500.0,527.76,0.8767123287671232,365.0,0.25361,45.0,66.09651702910486,8.296517029104862,,
C,52.5,510.0,527.76,0.8767123287671232,365.0,0.25361,45.0,60.73013274342878,8.230132743428783,,
C,47.6,520.0,527.76,0.8767123287671232,365.0,0.25361,45.0,55.68948358614813,8.089483586148127,,
C,1.415,850.0,527.76,0.8767123287671232,365.0,0.25361,45.0,1.448058665192045,0.033058665192045034,,
C,0.675,960.0,527.76,0.8767123287671232,365.0,0.25361,45.0,0.35382310774077297,-0.3211768922592271,,
C,0.6799999999999999,970.0,527.76,0.8767123287671232,365.0,0.25361,45.0,0.3106215555550911,-0.36937844444490886,,
P,13.6,430.0,527.76,0.8767123287671232,365.0,0.25361,45.0,11.270585333150748,-2.3294146668492512,,
P,16.075,440.0,527.76,0.8767123287671232,365.0,0.25361,45.0,13.571168092875624,-2.5038319071243755,,
P,18.799999999999997,450.0,527.76,0.8767123287671232,365.0,0.25361,45.0,16.171074860337967,-2.62892513966203,,
P,21.925,460.0,527.76,0.8767123287671232,365.0,0.25361,45.0,19.0818300760926,-2.8431699239074,,
P,25.35,470.0,527.76,0.8767123287671232,365.0,0.25361,45.0,22.312356235930338,-3.0376437640696636,,
P,29.125,480.0,527.76,0.8767123287671232,365.0,0.25361,45.0,25.868920781529255,-3.256079218470745,,
P,33.224999999999994,490.0,527.76,0.8767123287671232,365.0,0.25361,45.0,29.75515180311396,-3.4698481968860335,,
P,37.675,500.0,527.76,0.8767123287671232,365.0,0.25361,45.0,33.972114965603765,-3.702885034396232,,
P,42.5,510.0,527.76,0.8767123287671232,365.0,0.25361,45.0,38.5184426386578,-3.9815573613421975,,
P,47.675,520.0,527.76,0.8767123287671232,365.0,0.25361,45.0,43.39050544010712,-4.284494559892877,,
C,0.53,1010.0,527.76,0.8767123287671232,365.0,0.25361,45.0,0.1840434294241775,-0.3459565705758225,,
C,0.46,1020.0,527.76,0.8767123287671232,365.0,0.25361,45.0,0.16138172538223783,-0.2986182746177622,,
C,0.41,1050.0,527.76,0.8767123287671232,365.0,0.25361,45.0,0.10868970440729253,-0.30131029559270744,,
P,530.55,1050.0,527.76,0.8767123287671232,365.0,0.25361,45.0,513.1834453710552,-17.366554628944755,,
C,130.025,400.0,527.76,0.8767123287671232,365.0,0.25361,45.0,137.2652408029909,7.240240802990883,,
C,121.375,410.0,527.76,0.8767123287671232,365.0,0.25361,45.0,128.84793508121663,7.472935081216633,,
P,7.975,400.0,527.76,0.8767123287671232,365.0,0.25361,45.0,6.013719152190092,-1.961280847809908,,
P,9.6,410.0,527.76,0.8767123287671232,365.0,0.25361,45.0,7.509125389145865,-2.0908746108541347,,
P,11.45,420.0,527.76,0.8767123287671232,365.0,0.25361,45.0,9.255327562257506,-2.1946724377424935,,
C,176.975,350.0,527.76,0.8767123287671232,365.0,0.25361,45.0,182.38415633908176,5.409156339081761,,
C,167.27499999999998,360.0,527.76,0.8767123287671232,365.0,0.25361,45.0,173.02883245717834,5.753832457178362,,
C,157.9,370.0,527.76,0.8767123287671232,365.0,0.25361,45.0,163.81727020999466,5.917270209994655,,
C,148.125,380.0,527.76,0.8767123287671232,365.0,0.25361,45.0,154.7714174665399,6.646417466539901,,
C,138.8,390.0,527.76,0.8767123287671232,365.0,0.25361,45.0,145.91344351654828,7.113443516548273,,
P,2.28,340.0,527.76,0.8767123287671232,365.0,0.25361,45.0,1.1342052271491259,-1.145794772850874,,
P,3.525,360.0,527.76,0.8767123287671232,365.0,0.25361,45.0,2.126462971457606,-1.398537028542394,,
P,4.375,370.0,527.76,0.8767123287671232,365.0,0.25361,45.0,2.8276126830039097,-1.5473873169960903,,
P,5.375,380.0,527.76,0.8767123287671232,365.0,0.25361,45.0,3.6944718982791542,-1.6805281017208458,,
P,6.575,390.0,527.76,0.8767123287671232,365.0,0.25361,45.0,4.749209907017452,-1.8257900929825484,,
P,1.485,320.0,527.76,0.8767123287671232,365.0,0.25361,45.0,0.5531741001875421,-0.931825899812458,,
P,0.395,260.0,527.76,0.8767123287671232,365.0,0.25361,45.0,0.031180394800552624,-0.3638196051994474,,
P,0.35,250.0,527.76,0.8767123287671232,365.0,0.25361,45.0,0.0168101223519877,-0.3331898776480123,,
P,0.28,240.0,527.76,0.8767123287671232,365.0,0.25361,45.0,0.008612473484126859,-0.27138752651587317,,
P,0.26,215.0,527.76,0.8767123287671232,365.0,0.25361,45.0,0.0012446943773378773,-0.25875530562266214,,
C,109.15,425.0,527.76,0.8767123287671232,365.0,0.25361,45.0,116.69799912267882,7.547999122678817,,
C,92.625,445.0,527.76,0.8767123287671232,365.0,0.25361,45.0,101.47724367179319,8.85224367179319,,
C,85.94999999999999,455.0,527.76,0.8767123287671232,365.0,0.25361,45.0,94.31858267655412,8.368582676554126,,
C,79.225,465.0,527.76,0.8767123287671232,365.0,0.25361,45.0,87.47556162876634,8.250561628766349,,
C,72.75,475.0,527.76,0.8767123287671232,365.0,0.25361,45.0,80.95577767879399,8.205777678793993,,
C,66.325,485.0,527.76,0.8767123287671232,365.0,0.25361,45.0,74.76417260526978,8.439172605269775,,
C,60.55,495.0,527.76,0.8767123287671232,365.0,0.25361,45.0,68.90308018377726,8.353080183777266,,
C,55.099999999999994,505.0,527.76,0.8767123287671232,365.0,0.25361,45.0,63.372330405191406,8.272330405191411,,
C,50.0,515.0,527.76,0.8767123287671232,365.0,0.25361,45.0,58.16940106075384,8.169401060753842,,
C,45.225,525.0,527.76,0.8767123287671232,365.0,0.25361,45.0,53.289606740268425,8.064606740268424,,
C,40.875,535.0,527.76,0.8767123287671232,365.0,0.25361,45.0,48.72631534691047,7.851315346910468,,
C,36.8,545.0,527.76,0.8767123287671232,365.0,0.25361,45.0,44.47118271155091,7.671182711550912,,
P,3.15,355.0,527.76,0.8767123287671232,365.0,0.25361,45.0,1.8311483988124202,-1.3188516011875797,,
P,3.925,365.0,527.76,0.8767123287671232,365.0,0.25361,45.0,2.4577068659352115,-1.4672931340647883,,
P,4.825,375.0,527.76,0.8767123287671232,365.0,0.25361,45.0,3.2389423871241263,-1.5860576128758739,,
P,5.925,385.0,527.76,0.8767123287671232,365.0,0.25361,45.0,4.196975450676042,-1.7280245493239574,,
P,7.225,395.0,527.76,0.8767123287671232,365.0,0.25361,45.0,5.353899211051534,-1.8711007889484659,,
P,8.8,405.0,527.76,0.8767123287671232,365.0,0.25361,45.0,6.731282604539842,-2.0687173954601583,,
P,10.525,415.0,527.76,0.8767123287671232,365.0,0.25361,45.0,8.349692893041293,-2.175307106958707,,
P,12.475,425.0,527.76,0.8767123287671232,365.0,0.25361,45.0,10.228257368703012,-2.2467426312969874,,
P,14.825,435.0,527.76,0.8767123287671232,365.0,0.25361,45.0,12.38428016885581,-2.4407198311441896,,
P,17.425,445.0,527.76,0.8767123287671232,365.0,0.25361,45.0,14.832925835277322,-2.5920741647226784,,
P,20.35,455.0,527.76,0.8767123287671232,365.0,0.25361,45.0,17.586976798768205,-2.763023201231796,,
P,23.6,465.0,527.76,0.8767123287671232,365.0,0.25361,45.0,20.656667709710376,-2.943332290289625,,
P,27.175,475.0,527.76,0.8767123287671232,365.0,0.25361,45.0,24.04959571846797,-3.125404281532031,,
P,31.125,485.0,527.76,0.8767123287671232,365.0,0.25361,45.0,27.770702603673783,-3.354297396326217,,
P,35.425,495.0,527.76,0.8767123287671232,365.0,0.25361,45.0,31.822322140911183,-3.602677859088814,,
P,40.025000000000006,505.0,527.76,0.8767123287671232,365.0,0.25361,45.0,36.20428432105538,-3.820715678944623,,
P,45.075,515.0,527.76,0.8767123287671232,365.0,0.25361,45.0,40.91406693534779,-4.1609330646522125,,
P,50.375,525.0,527.76,0.8767123287671232,365.0,0.25361,45.0,45.946984573592374,-4.428015426407626,,
C,196.7,330.0,527.76,0.8767123287671232,365.0,0.25361,45.0,201.44226484894597,4.742264848945979,,
C,162.425,365.0,527.76,0.8767123287671232,365.0,0.25361,45.0,168.403720372291,5.978720372290979,,
C,157.7,370.0,527.76,0.8767123287671232,365.0,0.25361,45.0,163.81727020999466,6.117270209994672,,
C,121.225,410.0,527.76,0.8767123287671232,365.0,0.25361,45.0,128.84793508121663,7.622935081216639,,
C,104.35,430.0,527.76,0.8767123287671232,365.0,0.25361,45.0,112.7839711077616,8.433971107761607,,
C,96.5,440.0,527.76,0.8767123287671232,365.0,0.25361,45.0,105.17184190875656,8.671841908756562,,
C,89.0,450.0,527.76,0.8767123287671232,365.0,0.25361,45.0,97.85903671748895,8.859036717488948,,
C,57.675,500.0,527.76,0.8767123287671232,365.0,0.25361,45.0,66.09651702910486,8.421517029104862,,
C,52.425,510.0,527.76,0.8767123287671232,365.0,0.25361,45.0,60.73013274342878,8.305132743428786,,
C,45.2,525.0,527.76,0.8767123287671232,365.0,0.25361,45.0,53.289606740268425,8.089606740268422,,
C,40.8,535.0,527.76,0.8767123287671232,365.0,0.25361,45.0,48.72631534691047,7.926315346910471,,
C,34.975,550.0,527.76,0.8767123287671232,365.0,0.25361,45.0,42.456160231520386,7.481160231520384,,
P,7.275,395.0,527.76,0.8767123287671232,365.0,0.25361,45.0,5.353899211051534,-1.9211007889484666,,
P,8.05,400.0,527.76,0.8767123287671232,365.0,0.25361,45.0,6.013719152190092,-2.036280847809909,,
P,8.775,405.0,527.76,0.8767123287671232,365.0,0.25361,45.0,6.731282604539842,-2.043717395460158,,
P,9.65,410.0,527.76,0.8767123287671232,365.0,0.25361,45.0,7.509125389145865,-2.1408746108541354,,
P,11.5,420.0,527.76,0.8767123287671232,365.0,0.25361,45.0,9.255327562257506,-2.2446724377424943,,
P,13.725,430.0,527.76,0.8767123287671232,365.0,0.25361,45.0,11.270585333150748,-2.4544146668492512,,
P,17.5,445.0,527.76,0.8767123287671232,365.0,0.25361,45.0,14.832925835277322,-2.6670741647226777,,
P,18.9,450.0,527.76,0.8767123287671232,365.0,0.25361,45.0,16.171074860337967,-2.7289251396620315,,
P,25.5,470.0,527.76,0.8767123287671232,365.0,0.25361,45.0,22.312356235930338,-3.187643764069662,,
P,29.325,480.0,527.76,0.8767123287671232,365.0,0.25361,45.0,25.868920781529255,-3.4560792184707445,,
P,31.3,485.0,527.76,0.8767123287671232,365.0,0.25361,45.0,27.770702603673783,-3.5292973963262178,,
P,37.974999999999994,500.0,527.76,0.8767123287671232,365.0,0.25361,45.0,33.972114965603765,-4.002885034396229,,
P,45.3,515.0,527.76,0.8767123287671232,365.0,0.25361,45.0,40.91406693534779,-4.385933064652207,,
P,50.625,525.0,527.76,0.8767123287671232,365.0,0.25361,45.0,45.946984573592374,-4.678015426407626,,
P,53.425,530.0,527.76,0.8767123287671232,365.0,0.25361,45.0,48.58261620818624,-4.842383791813759,,
C,58.375,470.0,527.76,0.1287671232876712,60.0,0.283251,13.0,61.484798087536774,3.109798087536774,,
C,33.075,500.0,527.76,0.1287671232876712,60.0,0.283251,13.0,38.02288366882971,4.947883668829704,,
P,1.4449999999999998,470.0,527.76,0.1287671232876712,60.0,0.283251,13.0,3.119982093733192,1.6749820937331923,,
P,5.5,500.0,527.76,0.1287671232876712,60.0,0.283251,13.0,9.619462398825902,4.1194623988259025,,
C,127.25,400.0,527.76,0.1287671232876712,60.0,0.283251,13.0,128.31811736359845,1.0681173635984464,,
C,102.3,425.0,527.76,0.1287671232876712,60.0,0.283251,13.0,103.58257788687501,1.2825778868750177,,
C,97.275,430.0,527.76,0.1287671232876712,60.0,0.283251,13.0,98.69385280022294,1.4188528002229361,,
C,77.775,450.0,527.76,0.1287671232876712,60.0,0.283251,13.0,79.54139643659488,1.7663964365948743,,
C,73.3,455.0,527.76,0.1287671232876712,60.0,0.283251,13.0,74.89800966075393,1.598009660753931,,
C,67.9,460.0,527.76,0.1287671232876712,60.0,0.283251,13.0,70.33310850717697,2.433108507176968,,
C,53.775000000000006,475.0,527.76,0.1287671232876712,60.0,0.283251,13.0,57.22505487255398,3.4500548725539772,,
C,49.35,480.0,527.76,0.1287671232876712,60.0,0.283251,13.0,53.09065155168912,3.740651551689119,,
C,44.875,485.0,527.76,0.1287671232876712,60.0,0.283251,13.0,49.09296875279449,4.217968752794491,,
C,40.575,490.0,527.76,0.1287671232876712,60.0,0.283251,13.0,45.24274087689872,4.667740876898719,,
C,36.5,495.0,527.76,0.1287671232876712,60.0,0.283251,13.0,41.549807158186354,5.049807158186354,,
C,29.4,505.0,527.76,0.1287671232876712,60.0,0.283251,13.0,34.66936538614112,5.269365386141125,,
P,0.275,425.0,527.76,0.1287671232876712,60.0,0.283251,13.0,0.27566980737177804,0.0006698073717780195,,
P,0.3349999999999999,430.0,527.76,0.1287671232876712,60.0,0.283251,13.0,0.38051050801973574,0.04551050801973583,,
P,0.395,435.0,527.76,0.1287671232876712,60.0,0.283251,13.0,0.5176995488193814,0.12269954881938139,,
P,0.4649999999999999,440.0,527.76,0.1287671232876712,60.0,0.283251,13.0,0.6946520611866234,0.22965206118662346,,
P,0.5449999999999999,445.0,527.76,0.1287671232876712,60.0,0.283251,13.0,0.919753884014078,0.37475388401407805,,
P,0.6699999999999999,450.0,527.76,0.1287671232876712,60.0,0.283251,13.0,1.2023172935915163,0.5323172935915164,,
P,0.77,455.0,527.76,0.1287671232876712,60.0,0.283251,13.0,1.552496305050461,0.782496305050461,,
P,0.935,460.0,527.76,0.1287671232876712,60.0,0.283251,13.0,1.9811609387735274,1.0461609387735273,,
P,1.16,465.0,527.76,0.1287671232876712,60.0,0.283251,13.0,2.4997322207197143,1.3397322207197144,,
P,1.795,475.0,527.76,0.1287671232876712,60.0,0.283251,13.0,3.8538046660503937,2.058804666050394,,
P,2.255,480.0,527.76,0.1287671232876712,60.0,0.283251,13.0,4.712967132485517,2.457967132485517,,
P,2.825,485.0,527.76,0.1287671232876712,60.0,0.283251,13.0,5.708850120890816,2.8838501208908154,,
P,3.5250000000000004,490.0,527.76,0.1287671232876712,60.0,0.283251,13.0,6.85218803229499,3.3271880322949894,,
P,4.425,495.0,527.76,0.1287671232876712,60.0,0.283251,13.0,8.152820100882622,3.7278201008826217,,
P,6.775,505.0,527.76,0.1287671232876712,60.0,0.283251,13.0,11.259509903437305,4.484509903437305,,
C,25.85,510.0,527.76,0.1287671232876712,60.0,0.283251,13.0,31.49516582384598,5.6451658238459785,,
C,22.65,515.0,527.76,0.1287671232876712,60.0,0.283251,13.0,28.504599737875367,5.854599737875368,,
C,19.675,520.0,527.76,0.1287671232876712,60.0,0.283251,13.0,25.700312202553448,6.025312202553447,,
C,16.950000000000003,525.0,527.76,0.1287671232876712,60.0,0.283251,13.0,23.083255073684256,6.1332550736842535,,
C,14.45,530.0,527.76,0.1287671232876712,60.0,0.283251,13.0,20.65270966108156,6.20270966108156,,
C,12.275,535.0,527.76,0.1287671232876712,60.0,0.283251,13.0,18.406352455358444,6.131352455358444,,
C,10.2,540.0,527.76,0.1287671232876712,60.0,0.283251,13.0,16.340359095260396,6.140359095260397,,
C,8.55,545.0,527.76,0.1287671232876712,60.0,0.283251,13.0,14.44954049261122,5.899540492611219,,
C,7.025,550.0,527.76,0.1287671232876712,60.0,0.283251,13.0,12.727504187908607,5.702504187908607,,
C,5.775,555.0,527.76,0.1287671232876712,60.0,0.283251,13.0,11.166833593908109,5.391833593908109,,
C,4.725,560.0,527.76,0.1287671232876712,60.0,0.283251,13.0,9.759277771751044,5.034277771751045,,
C,3.825,565.0,527.76,0.1287671232876712,60.0,0.283251,13.0,8.4959447261582,4.6709447261582,,
C,3.125,570.0,527.76,0.1287671232876712,60.0,0.283251,13.0,7.367491838761666,4.242491838761666,,
C,2.545,575.0,527.76,0.1287671232876712,60.0,0.283251,13.0,6.364307908575711,3.819307908575711,,
C,2.075,580.0,527.76,0.1287671232876712,60.0,0.283251,13.0,5.476682260161795,3.4016822601617944,,
C,1.69,585.0,527.76,0.1287671232876712,60.0,0.283251,13.0,4.694957440514756,3.004957440514756,,
C,1.415,590.0,527.76,0.1287671232876712,60.0,0.283251,13.0,4.009663089811326,2.594663089811326,,
C,1.1749999999999998,595.0,527.76,0.1287671232876712,60.0,0.283251,13.0,3.411629584098293,2.236629584098293,,
C,1.005,600.0,527.76,0.1287671232876712,60.0,0.283251,13.0,2.8920809671432863,1.8870809671432864,,
C,0.825,605.0,527.76,0.1287671232876712,60.0,0.283251,13.0,2.4427074840993868,1.6177074840993868,,
C,0.69,610.0,527.76,0.1287671232876712,60.0,0.283251,13.0,2.055718683662853,1.3657186836628532,,
C,0.595,615.0,527.76,0.1287671232876712,60.0,0.283251,13.0,1.7238785613487693,1.1288785613487693,,
C,0.52,620.0,527.76,0.1287671232876712,60.0,0.283251,13.0,1.4405245769484694,0.9205245769484693,,
C,0.4499999999999999,625.0,527.76,0.1287671232876712,60.0,0.283251,13.0,1.1995726040221015,0.7495726040221016,,
C,0.32,640.0,527.76,0.1287671232876712,60.0,0.283251,13.0,0.6787515013081276,0.35875150130812755,,
C,0.285,650.0,527.76,0.1287671232876712,60.0,0.283251,13.0,0.4567662911861188,0.1717662911861188,,
C,0.255,655.0,527.76,0.1287671232876712,60.0,0.283251,13.0,0.3729163922191461,0.11791639221914607,,
P,8.3,510.0,527.76,0.1287671232876712,60.0,0.283251,13.0,13.078876128442147,4.778876128442146,,
P,10.1,515.0,527.76,0.1287671232876712,60.0,0.283251,13.0,15.081875829771462,4.981875829771463,,
P,12.1,520.0,527.76,0.1287671232876712,60.0,0.283251,13.0,17.2711540817495,5.171154081749501,,
P,14.375,525.0,527.76,0.1287671232876712,60.0,0.283251,13.0,19.64766274018035,5.272662740180351,,
P,16.925,530.0,527.76,0.1287671232876712,60.0,0.283251,13.0,22.21068311487761,5.28568311487761,,
P,19.65,535.0,527.76,0.1287671232876712,60.0,0.283251,13.0,24.957891696454396,5.307891696454398,,
P,22.700000000000003,540.0,527.76,0.1287671232876712,60.0,0.283251,13.0,27.885464123656334,5.185464123656331,,
P,26.0,545.0,527.76,0.1287671232876712,60.0,0.283251,13.0,30.9882113083072,4.9882113083072,,
P,29.525,550.0,527.76,0.1287671232876712,60.0,0.283251,13.0,34.259740790904516,4.734740790904517,,
P,33.4,555.0,527.76,0.1287671232876712,60.0,0.283251,13.0,37.692635984203946,4.292635984203947,,
P,41.8,565.0,527.76,0.1287671232876712,60.0,0.283251,13.0,45.00887869105395,3.208878691053954,,
P,45.625,570.0,527.76,0.1287671232876712,60.0,0.283251,13.0,48.87399159095742,3.2489915909574165,,
P,50.0,575.0,527.76,0.1287671232876712,60.0,0.283251,13.0,52.86437344807143,2.864373448071433,,
P,55.1,580.0,527.76,0.1287671232876712,60.0,0.283251,13.0,56.970313586957445,1.8703135869574439,,
P,64.45,590.0,527.76,0.1287671232876712,60.0,0.283251,13.0,65.49042599120685,1.0404259912068454,,
P,69.25,595.0,527.76,0.1287671232876712,60.0,0.283251,13.0,69.88595827279386,0.6359582727938573,,
P,73.875,600.0,527.76,0.1287671232876712,60.0,0.283251,13.0,74.35997544313875,0.48497544313875096,,
P,103.45,630.0,527.76,0.1287671232876712,60.0,0.283251,13.0,102.42479917327404,-1.025200826725964,,
P,113.275,640.0,527.76,0.1287671232876712,60.0,0.283251,13.0,112.09517227570336,-1.1798277242966435,,
P,123.25,650.0,527.76,0.1287671232876712,60.0,0.283251,13.0,121.86031864018116,-1.3896813598188373,,
C,20.049999999999997,600.0,527.76,0.8767123287671232,365.0,0.25361,45.0,26.084709406286038,6.034709406286041,,
C,14.1,630.0,527.76,0.8767123287671232,365.0,0.25361,45.0,19.11334054315367,5.013340543153669,,
C,11.025,650.0,527.76,0.8767123287671232,365.0,0.25361,45.0,15.427360291935841,4.402360291935841,,
C,9.825,660.0,527.76,0.8767123287671232,365.0,0.25361,45.0,13.83343217476498,4.00843217476498,,
C,58.125,470.0,527.76,0.1287671232876712,60.0,0.283251,13.0,61.484798087536774,3.359798087536774,,
C,49.099999999999994,480.0,527.76,0.1287671232876712,60.0,0.283251,13.0,53.09065155168912,3.990651551689126,,
C,32.2,500.0,527.76,0.1287671232876712,60.0,0.283251,13.0,38.02288366882971,5.822883668829704,,
C,29.275,505.0,527.76,0.1287671232876712,60.0,0.283251,13.0,34.66936538614112,5.394365386141125,,
C,22.525,515.0,527.76,0.1287671232876712,60.0,0.283251,13.0,28.504599737875367,5.979599737875368,,
C,19.549999999999997,520.0,527.76,0.1287671232876712,60.0,0.283251,13.0,25.700312202553448,6.150312202553451,,
P,0.96,460.0,527.76,0.1287671232876712,60.0,0.283251,13.0,1.9811609387735274,1.0211609387735274,,
P,3.775,490.0,527.76,0.1287671232876712,60.0,0.283251,13.0,6.85218803229499,3.07718803229499,,
P,4.699999999999999,495.0,527.76,0.1287671232876712,60.0,0.283251,13.0,8.152820100882622,3.4528201008826223,,
P,5.6,500.0,527.76,0.1287671232876712,60.0,0.283251,13.0,9.619462398825902,4.019462398825903,,
P,8.6,510.0,527.76,0.1287671232876712,60.0,0.283251,13.0,13.078876128442147,4.478876128442147,,
P,10.35,515.0,527.76,0.1287671232876712,60.0,0.283251,13.0,15.081875829771462,4.731875829771463,,
P,12.375,520.0,527.76,0.1287671232876712,60.0,0.283251,13.0,17.2711540817495,4.896154081749501,,
P,173.125,700.0,527.76,0.1287671232876712,60.0,0.283251,13.0,171.39178141360026,-1.7332185863997438,0.4585814596318891,0.17533045963188915
P,193.1,720.0,527.76,0.1287671232876712,60.0,0.283251,13.0,191.33397242872059,-1.766027571279409,0.4941754959951109,0.21092449599511093
P,223.1,750.0,527.76,0.1287671232876712,60.0,0.283251,13.0,221.2795101321026,-1.8204898678974075,0.54684299126286,0.26359199126286
C,16.8,525.0,527.76,0.1287671232876712,60.0,0.283251,13.0,23.083255073684256,6.283255073684256,,
C,14.425,530.0,527.76,0.1287671232876712,60.0,0.283251,13.0,20.65270966108156,6.227709661081558,,
C,12.075,535.0,527.76,0.1287671232876712,60.0,0.283251,13.0,18.406352455358444,6.331352455358445,,
C,10.125,540.0,527.76,0.1287671232876712,60.0,0.283251,13.0,16.340359095260396,6.215359095260396,,
C,8.425,545.0,527.76,0.1287671232876712,60.0,0.283251,13.0,14.44954049261122,6.024540492611219,,
C,6.925,550.0,527.76,0.1287671232876712,60.0,0.283251,13.0,12.727504187908607,5.802504187908608,,
C,5.65,555.0,527.76,0.1287671232876712,60.0,0.283251,13.0,11.166833593908109,5.516833593908109,,
C,4.575,560.0,527.76,0.1287671232876712,60.0,0.283251,13.0,9.759277771751044,5.184277771751044,,
C,2.9850000000000003,570.0,527.76,0.1287671232876712,60.0,0.283251,13.0,7.367491838761666,4.382491838761665,,
C,2.41,575.0,527.76,0.1287671232876712,60.0,0.283251,13.0,6.364307908575711,3.9543079085757107,,
C,2.025,580.0,527.76,0.1287671232876712,60.0,0.283251,13.0,5.476682260161795,3.4516822601617947,,
C,1.09,595.0,527.76,0.1287671232876712,60.0,0.283251,13.0,3.411629584098293,2.321629584098293,,
